query,page,clicks,ctr,impressions,position
apple дистрибьютор,https://www.iport.ru/,0,0.0,28,8.11
apple дистрибьютор,https://www.iport.ru/brand/apple/,0,0.0,18,8.22
apple жемчужная плаза,https://www.iport.ru/shops/iport-v-tts-zhemchuzhnaya-plaza/,5,27.77777777777778,18,2.0
apple жемчужная плаза,https://www.iport.ru/,4,22.22222222222222,18,1.0
apple купить спб,https://www.iport.ru/catalog/apple_iphone/,9,5.88235294117647,153,1.62
apple купить спб,https://www.iport.ru/catalog/acc/,0,0.0,4,1.0
apple купить спб,https://www.iport.ru/,15,9.868421052631579,152,1.94
apple купить спб,https://www.iport.ru/brand/apple/,0,0.0,60,1.75
apple магазин,https://www.iport.ru/,19,0.4484304932735426,4237,9.99
apple магазин,https://www.iport.ru/brand/apple/,0,0.0,17,7.82
apple магазин спб,https://www.iport.ru/brand/apple/,0,0.0,211,2.08
apple магазин спб,https://www.iport.ru/,71,18.02030456852792,394,2.04
apple магазины,https://www.iport.ru/catalog/acc/,0,0.0,1,4.0
apple магазины,https://www.iport.ru/brand/apple/,0,0.0,1,4.0
apple магазины,https://www.iport.ru/,2,1.0752688172043012,186,7.16
apple магазины спб,https://www.iport.ru/catalog/apple_iphone/,1,2.380952380952381,42,1.98
apple магазины спб,https://www.iport.ru/,6,14.285714285714285,42,1.95
apple магазины спб,https://www.iport.ru/brand/apple/,0,0.0,5,2.0
apple магазины спб,https://www.iport.ru/shops/,1,2.380952380952381,42,1.98
apple магазины спб,https://www.iport.ru/catalog/acc/,0,0.0,39,1.97
apple мурманск,https://www.iport.ru/,24,54.54545454545454,44,1.89
apple мурманск,https://www.iport.ru/iport-service/murmanskmoll/,2,0.7575757575757576,264,4.19
apple мурманск,https://www.iport.ru/shops/iport-v-trk-murmansk-moll/,13,4.676258992805756,278,3.19
apple мурманск молл,https://www.iport.ru/shops/iport-v-trk-murmansk-moll/,29,39.726027397260275,73,2.0
apple мурманск молл,https://www.iport.ru/,21,28.767123287671232,73,1.0
apple номер,https://www.iport.ru/,0,0.0,126,8.79
apple номер,https://www.iport.ru/brand/apple/,0,0.0,2,7.5
apple номер поддержки,https://www.iport.ru/,0,0.0,27,9.52
apple номер поддержки,https://www.iport.ru/brand/apple/,0,0.0,1,9.0
apple официальный магазин спб,https://www.iport.ru/,7,20.0,35,3.29
apple официальный магазин спб,https://www.iport.ru/brand/apple/,0,0.0,23,3.22
apple официальный реселлер,https://www.iport.ru/,0,0.0,25,8.52
apple официальный реселлер,https://www.iport.ru/brand/apple/,0,0.0,1,9.0
apple официальный сайт,https://www.iport.ru/,19,0.7052709725315516,2694,7.27
apple официальный сайт,https://www.iport.ru/authorization/,0,0.0,429,5.45
apple официальный сайт,https://www.iport.ru/brand/apple/,0,0.0,295,5.94
apple официальный сайт,https://www.iport.ru/catalog/apple_iphone/,1,0.21645021645021645,462,5.37
apple питер,https://www.iport.ru/catalog/acc/,0,0.0,22,1.91
apple питер,https://www.iport.ru/,13,18.84057971014493,69,1.75
apple питер,https://www.iport.ru/brand/apple/,0,0.0,29,2.0
apple радуга,https://www.iport.ru/shops/iport-v-trts-piter-raduga/,3,12.5,24,1.88
apple радуга,https://www.iport.ru/,0,0.0,12,1.67
apple рассрочка для студентов,https://www.iport.ru/events/rassrochka-eshche-vygodnee/,1,1.7241379310344827,58,8.05
apple рассрочка для студентов,https://www.iport.ru/bts_mac/,0,0.0,29,6.93
apple реселлеры,https://www.iport.ru/,3,5.172413793103448,58,4.98
apple реселлеры,https://www.iport.ru/catalog/acc/,0,0.0,7,1.29
apple реселлеры,https://www.iport.ru/brand/apple/,0,0.0,4,3.25
apple реселлеры в россии,https://www.iport.ru/,1,3.4482758620689653,29,8.72
apple реселлеры в россии,https://www.iport.ru/brand/apple/,0,0.0,6,9.0
apple санкт петербург,https://www.iport.ru/brand/apple/,0,0.0,59,2.17
apple санкт петербург,https://www.iport.ru/,57,20.141342756183743,283,2.01
apple санкт петербург,https://www.iport.ru/catalog/acc/,0,0.0,228,2.04
apple сити молл,https://www.iport.ru/brand/apple/,0,0.0,1,4.0
apple сити молл,https://www.iport.ru/shops/iport-v-trts-surgut-siti-moll/,1,2.4390243902439024,41,2.54
apple сити молл,https://www.iport.ru/,3,25.0,12,2.5
apple скидки студентам 2021,https://www.iport.ru/events/,1,1.7543859649122806,57,9.68
apple скидки студентам 2021,https://www.iport.ru/bts_mac/,6,2.898550724637681,207,6.66
apple спб,https://www.iport.ru/,98,14.605067064083457,671,2.87
apple спб,https://www.iport.ru/catalog/acc/,0,0.0,313,2.85
apple спб,https://www.iport.ru/brand/apple/,0,0.0,285,2.92
apple спб каталог,https://www.iport.ru/,3,10.344827586206897,29,3.93
apple спб каталог,https://www.iport.ru/brand/apple/,0,0.0,1,3.0
apple спб каталог,https://www.iport.ru/catalog/acc/,0,0.0,7,4.43
apple спб купить,https://www.iport.ru/,12,13.186813186813188,91,2.37
apple спб купить,https://www.iport.ru/brand/apple/,0,0.0,38,2.34
apple спб купить,https://www.iport.ru/catalog/apple_iphone/,4,4.166666666666666,96,2.67
apple спб магазин,https://www.iport.ru/brand/apple/,0,0.0,98,2.91
apple спб магазин,https://www.iport.ru/catalog/acc/,0,0.0,1,3.0
apple спб магазин,https://www.iport.ru/,16,13.333333333333334,120,2.78
apple студентам,https://www.iport.ru/promo/students/,1,0.18148820326678766,551,9.46
apple студентам,https://www.iport.ru/bts_mac/,4,1.0554089709762533,379,7.57
apple сургут,https://www.iport.ru/shops/iport-v-trts-surgut-siti-moll/,11,3.900709219858156,282,3.16
apple сургут,https://www.iport.ru/,8,61.53846153846154,13,1.0
apple сургут сити молл,https://www.iport.ru/shops/iport-v-trts-surgut-siti-moll/,26,42.62295081967213,61,2.0
apple сургут сити молл,https://www.iport.ru/,8,22.22222222222222,36,1.0
apple телефон поддержки,https://www.iport.ru/,0,0.0,68,9.59
apple телефон поддержки,https://www.iport.ru/brand/apple/,0,0.0,25,9.88
apple французский бульвар,https://www.iport.ru/,0,0.0,13,8.46
apple французский бульвар,https://www.iport.ru/brand/apple/,0,0.0,2,8.0
apple..,https://www.iport.ru/brand/apple/,0,0.0,1,9.0
apple..,https://www.iport.ru/,0,0.0,1,9.0
apple.online store,https://www.iport.ru/,0,0.0,1,6.0
apple.online store,https://www.iport.ru/brand/apple/,0,0.0,1,6.0
applecare+,https://www.iport.ru/news/applecare-plus/,2,0.4424778761061947,452,8.02
applecare+,https://www.iport.ru/catalog/applecare/,1,0.273972602739726,365,8.03
applemcom,https://www.iport.ru/,0,0.0,1,9.0
applemcom,https://www.iport.ru/brand/apple/,0,0.0,1,9.0
applestor,https://www.iport.ru/catalog/acc/,0,0.0,2,7.0
applestor,https://www.iport.ru/,1,4.166666666666666,24,7.25
appstore спб,https://www.iport.ru/catalog/acc/,0,0.0,108,5.21
appstore спб,https://www.iport.ru/,12,4.137931034482759,290,4.69
aypot,https://www.iport.ru/,0,0.0,3,3.0
aypot,https://www.iport.ru/catalog/acc/,0,0.0,3,3.0
bazic gomag trio,https://www.iport.ru/brand/bazic_by_energea/,1,14.285714285714285,7,4.29
bazic gomag trio,https://www.iport.ru/products/productID108441/,6,16.666666666666664,36,1.97
beats fit pro купить спб,https://www.iport.ru/brand/beats/,1,7.6923076923076925,13,4.15
beats fit pro купить спб,https://www.iport.ru/catalog/multimedia/naushniki_i_garnitury/naushniki_beats/,12,18.181818181818183,66,2.91
beats flex купить спб,https://www.iport.ru/products/productID98466/,14,14.14141414141414,99,1.44
beats flex купить спб,https://www.iport.ru/brand/beats/,0,0.0,6,2.33
beats solo pro купить спб,https://www.iport.ru/products/productID83980/,6,17.647058823529413,34,1.65
beats solo pro купить спб,https://www.iport.ru/products/productID83983/,4,7.6923076923076925,52,2.73
beats solo pro купить спб,https://www.iport.ru/products/productID83976/,1,7.142857142857142,14,4.0
c store спб,https://www.iport.ru/catalog/acc/,0,0.0,36,6.78
c store спб,https://www.iport.ru/,0,0.0,42,6.79
case airpods 3,https://www.iport.ru/catalog/acc/aksessuary_dlya_airpods/chekhly_dlya_airpods_3/,1,1.7543859649122806,57,5.35
case airpods 3,https://www.iport.ru/catalog/acc/aksessuary_dlya_airpods/,0,0.0,3,5.33
case airpods pro,https://www.iport.ru/catalog/acc/aksessuary_dlya_airpods/chekhly_dlya_airpods_pro/,0,0.0,63,7.13
case airpods pro,https://www.iport.ru/catalog/acc/aksessuary_dlya_airpods/,0,0.0,34,8.26
case for airpods 3,https://www.iport.ru/catalog/acc/aksessuary_dlya_airpods/chekhly_dlya_airpods_3/,0,0.0,16,4.12
case for airpods 3,https://www.iport.ru/catalog/acc/aksessuary_dlya_airpods/,0,0.0,1,5.0
com ru,https://www.iport.ru/catalog/acc/,0,0.0,3,5.33
com ru,https://www.iport.ru/,0,0.0,3,5.33
cstore спб,https://www.iport.ru/,0,0.0,81,6.33
cstore спб,https://www.iport.ru/catalog/acc/,0,0.0,80,6.35
deppa,https://www.iport.ru/brand/deppa/,9,0.4751847940865892,1894,6.77
deppa,https://www.iport.ru/brand/deppa/?sort=price&method=DESC&BRAND_CODE=deppa,0,0.0,1,7.0
dji apple,https://www.iport.ru/brand/dji/,0,0.0,3,6.67
dji apple,https://www.iport.ru/brand/dji/?SHOWALL_1=1,0,0.0,2,6.0
dji купить спб,https://www.iport.ru/products/productID101477/,1,1.694915254237288,59,5.73
dji купить спб,https://www.iport.ru/brand/dji/,1,2.941176470588235,34,6.74
go pro купить спб,https://www.iport.ru/products/productID100805/,11,2.770780856423174,397,4.2
go pro купить спб,https://www.iport.ru/products/productID82789/,7,2.5547445255474455,274,5.61
hyperjuice,https://www.iport.ru/brand/hyperjuice/,0,0.0,2,9.0
hyperjuice,https://www.iport.ru/brand/hyperjuice/?sect_id=2529,0,0.0,2,9.0
hülle iphone 11,https://www.iport.ru/catalog/acc/aksessuary_dlya_iphone/chekhly_dlya_iphone/,0,0.0,1,3.0
hülle iphone 11,https://www.iport.ru/catalog/acc/aksessuary_dlya_iphone/chekhly_dlya_iphone/chekhly_dlya_iphone_11/,0,0.0,1,3.0
i por,https://www.iport.ru/,2,40.0,5,1.0
i por,https://www.iport.ru/catalog/acc/,1,20.0,5,1.0
i pord,https://www.iport.ru/catalog/acc/,0,0.0,1,1.0
i pord,https://www.iport.ru/,1,100.0,1,1.0
i pott,https://www.iport.ru/catalog/acc/,1,100.0,1,1.0
i pott,https://www.iport.ru/,0,0.0,1,1.0
i store near me,https://www.iport.ru/,0,0.0,2,4.5
i store near me,https://www.iport.ru/catalog/acc/,0,0.0,2,4.5
i.por,https://www.iport.ru/catalog/acc/,0,0.0,1,1.0
i.por,https://www.iport.ru/,0,0.0,1,1.0
icenter москва,https://www.iport.ru/,0,0.0,69,8.94
icenter москва,https://www.iport.ru/catalog/acc/,0,0.0,1,5.0
icenter спб,https://www.iport.ru/catalog/acc/,0,0.0,5,5.0
icenter спб,https://www.iport.ru/,5,9.433962264150944,53,5.81
iiort,https://www.iport.ru/,7,63.63636363636363,11,1.0
iiort,https://www.iport.ru/catalog/acc/,0,0.0,11,1.0
illort,https://www.iport.ru/catalog/acc/,0,0.0,1,1.0
illort,https://www.iport.ru/,0,0.0,1,1.0
ilort,https://www.iport.ru/shops/,1,3.7037037037037033,27,1.0
ilort,https://www.iport.ru/,16,51.61290322580645,31,2.0
ilort,https://www.iport.ru/catalog/apple_iphone/iphone_13_pro/,1,100.0,1,1.0
ilort,https://www.iport.ru/catalog/acc/,1,3.7037037037037033,27,1.0
ioort,https://www.iport.ru/catalog/acc/,0,0.0,50,1.0
ioort,https://www.iport.ru/,38,67.85714285714286,56,1.52
ioort,https://www.iport.ru/catalog/apple_iphone/,1,2.0,50,1.0
ioprt,https://www.iport.ru/catalog/acc/,0,0.0,4,1.75
ioprt,https://www.iport.ru/,2,33.33333333333333,6,2.83
ip ort,https://www.iport.ru/catalog/acc/,0,0.0,3,4.0
ip ort,https://www.iport.ru/,0,0.0,3,4.0
ipad,https://www.iport.ru/catalog/apple_ipad/,187,0.23087274837339655,80997,9.72
ipad,https://www.iport.ru/,1,100.0,1,7.0
ipad,https://www.iport.ru/catalog/acc/aksessuary_dlya_ipad/chekhly_dlya_ipad/,0,0.0,9,7.78
ipad,https://www.iport.ru/catalog/acc/aksessuary_dlya_ipad/klaviatury/,0,0.0,1,9.0
ipad 10.2 купить спб,https://www.iport.ru/catalog/apple_ipad/,1,1.7857142857142856,56,6.8
ipad 10.2 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_2/ipad_10_2/,12,4.477611940298507,268,5.22
ipad 2021 64gb купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_2/ipad_2021/,2,7.4074074074074066,27,2.48
ipad 2021 64gb купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/ipad_mini_2021/,1,7.142857142857142,14,3.64
ipad 2021 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/ipad_mini_2021/,10,3.816793893129771,262,2.09
ipad 2021 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_2/ipad_2021/,135,20.149253731343283,670,1.0
ipad 2021 купить спб,https://www.iport.ru/catalog/apple_ipad/,1,1.8867924528301887,53,2.02
ipad 9 2021 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_2/ipad_2021/,1,4.545454545454546,22,4.77
ipad 9 2021 купить спб,https://www.iport.ru/catalog/apple_ipad/,3,6.25,48,4.92
ipad air 2020 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_air/ipad_air_2020/,1,4.0,25,2.2
ipad air 2020 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_air/,37,15.163934426229508,244,1.03
ipad air купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_air/ipad_air_2020/,1,9.090909090909092,11,2.0
ipad air купить спб,https://www.iport.ru/,1,100.0,1,7.0
ipad air купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_air/,34,15.384615384615385,221,1.0
ipad air купить спб,https://www.iport.ru/catalog/acc/aksessuary_dlya_ipad/chekhly_dlya_ipad/chekhly_dlya_ipad_air_1/chekhly_dlya_ipad_air_2/,0,0.0,1,7.0
ipad mini 2021 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/ipad_mini_2021/,30,16.75977653631285,179,1.01
ipad mini 2021 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/,2,2.2988505747126435,87,2.16
ipad mini 6 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/,26,14.942528735632186,174,3.06
ipad mini 6 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/ipad_mini_2021/,9,10.112359550561797,89,3.7
ipad mini купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/ipad_mini_2021/,3,2.564102564102564,117,2.0
ipad mini купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/,19,10.674157303370785,178,1.0
ipad mini спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/,4,11.428571428571429,35,1.03
ipad mini спб,https://www.iport.ru/catalog/apple_ipad/ipad_mini/ipad_mini_2021/,1,4.166666666666666,24,1.96
ipad pro 11 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_pro_1/ipad_pro_11/,2,3.571428571428571,56,3.21
ipad pro 11 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_pro_1/,2,3.7735849056603774,53,3.32
ipad pro 2020 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_pro_1/,16,16.666666666666664,96,1.0
ipad pro 2020 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_pro_1/ipad_pro_11_2020/,1,1.1904761904761905,84,1.0
ipad pro 2021 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_pro_1/,2,6.896551724137931,29,4.17
ipad pro 2021 купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_pro_1/ipad_pro_11_m1/,7,12.280701754385964,57,2.68
ipad pro case,https://www.iport.ru/catalog/acc/aksessuary_dlya_ipad/chekhly_dlya_ipad/chekhly_dlya_ipad_pro/,0,0.0,1,8.0
ipad pro case,https://www.iport.ru/catalog/acc/aksessuary_dlya_ipad/chekhly_dlya_ipad/chekhly_dlya_ipad_pro/chekhly_dlya_ipad_pro_12_9/,0,0.0,3,9.67
ipad pro купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_pro_1/,12,10.909090909090908,110,1.0
ipad pro купить спб,https://www.iport.ru/catalog/apple_ipad/ipad_pro_1/ipad_pro_12_9_2020/,3,3.614457831325301,83,1.31
